,Tweet,TOkens
1942," look tom i agree with what you are saying here, but i am seriously worried about trump. we need to STOP… ","['look', 'tom', 'i', 'agree', 'with', 'what', 'you', 'are', 'saying', 'here', ',', 'but', 'i', 'am', 'seriously', 'worried', 'about', 'trump', '.', 'we', 'need', 'to', 'STOP…']"
1943, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1944,Democrats have been bought by foreign interests. #Election2020,"['Democrats', 'have', 'been', 'bought', 'by', 'foreign', 'interests', '.', '#', 'Election2020']"
1945, Your thoughts?,"['Your', 'thoughts', '?']"
1946," ""Bernie is the only candidate who has consistently supported policies on economic justice. This is especially important…","['``', 'Bernie', 'is', 'the', 'only', 'candidate', 'who', 'has', 'consistently', 'supported', 'policies', 'on', 'economic', 'justice', '.', 'This', 'is', 'especially', 'important…']"
1947," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1948,The Political-Industrial Complex has grown well beyond Eisenhower's now-quaint Farewell Warning.… ,"['The', 'Political-Industrial', 'Complex', 'has', 'grown', 'well', 'beyond', 'Eisenhower', ""'s"", 'now-quaint', 'Farewell', 'Warning.…']"
1949, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1950,"Be sure to Google ""Electoral College"" before you vote. #NevadaCaucus#Election2020","['Be', 'sure', 'to', 'Google', '``', 'Electoral', 'College', ""''"", 'before', 'you', 'vote', '.', '#', 'NevadaCaucus', '#', 'Election2020']"
1951,If Bernie wins we should immediately begin Impeachment Proceedings!FBI operatives must be embedded in his campaign… ,"['If', 'Bernie', 'wins', 'we', 'should', 'immediately', 'begin', 'Impeachment', 'Proceedings', '!', 'FBI', 'operatives', 'must', 'be', 'embedded', 'in', 'his', 'campaign…']"
1952,#DemocraticDebate #Democrats #Democrats #Indepedents #Republicans #NeverTrump #NeverBloomberg,"['#', 'DemocraticDebate', '#', 'Democrats', '#', 'Democrats', '#', 'Indepedents', '#', 'Republicans', '#', 'NeverTrump', '#', 'NeverBloomberg']"
1953, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1954, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1955,Already upset with herself for a lackluster New Hampshire debate and down about her disappointing 3rd-place finish… ,"['Already', 'upset', 'with', 'herself', 'for', 'a', 'lackluster', 'New', 'Hampshire', 'debate', 'and', 'down', 'about', 'her', 'disappointing', '3rd-place', 'finish…']"
1956, 10 Reasons Why You Should Reject Socialism - TFP Student Actionplease read &amp; share #social…,"['10', 'Reasons', 'Why', 'You', 'Should', 'Reject', 'Socialism', '-', 'TFP', 'Student', 'Actionplease', 'read', '&', 'amp', ';', 'share', '#', 'social…']"
1957," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1958, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,"['#', 'WakeUpAmericaAre', 'DemocRats', 'Mathematically', 'Challenged', '?', 'Do', 'they', 'really', 'think', 'life', 'will', 'be', 'better', 'under', 'Socialism', '?', 'Dupe…']"
1959, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,"['#', 'WakeUpAmericaAre', 'DemocRats', 'Mathematically', 'Challenged', '?', 'Do', 'they', 'really', 'think', 'life', 'will', 'be', 'better', 'under', 'Socialism', '?', 'Dupe…']"
1960," ‘Wouldn’t it be great if we could get all the Russian billionaires to move here?’ - NYC Mayor Michael Bloomberg, 2013#Bl…","['‘', 'Wouldn', '’', 't', 'it', 'be', 'great', 'if', 'we', 'could', 'get', 'all', 'the', 'Russian', 'billionaires', 'to', 'move', 'here', '?', '’', '-', 'NYC', 'Mayor', 'Michael', 'Bloomberg', ',', '2013', '#', 'Bl…']"
1961,Even the‘s explanation and rationale for its endorsement of is idiotic and non-sensica… ,"['Even', 'the', '‘', 's', 'explanation', 'and', 'rationale', 'for', 'its', 'endorsement', 'of', 'is', 'idiotic', 'and', 'non-sensica…']"
1962, Come on ! This is UNBELIEVABLE ! Conservative Christians please help flip this Poll ! 🙏🙏#CCOT,"['Come', 'on', '!', 'This', 'is', 'UNBELIEVABLE', '!', 'Conservative', 'Christians', 'please', 'help', 'flip', 'this', 'Poll', '!', '🙏🙏', '#', 'CCOT']"
1963," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1964, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1965," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1966, Come on ! This is UNBELIEVABLE ! Conservative Christians please help flip this Poll ! 🙏🙏#CCOT,"['Come', 'on', '!', 'This', 'is', 'UNBELIEVABLE', '!', 'Conservative', 'Christians', 'please', 'help', 'flip', 'this', 'Poll', '!', '🙏🙏', '#', 'CCOT']"
1967, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1968,Congrats to my friend 🙌 &amp; his awesome team! Until you have administered an election &amp; implem… ,"['Congrats', 'to', 'my', 'friend', '🙌', '&', 'amp', ';', 'his', 'awesome', 'team', '!', 'Until', 'you', 'have', 'administered', 'an', 'election', '&', 'amp', ';', 'implem…']"
1969,Satanists r voting,"['Satanists', 'r', 'voting']"
1970, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1971,This is not normal. This is not okay.#trump#gop #maga #election2020 …,"['This', 'is', 'not', 'normal', '.', 'This', 'is', 'not', 'okay.', '#', 'trump', '#', 'gop', '#', 'maga', '#', 'election2020', '…']"
1972, Satanists r voting,"['Satanists', 'r', 'voting']"
1973, Winning in democratic primaries is not the best evidence of electability in the general. These are different electorates. Bette…,"['Winning', 'in', 'democratic', 'primaries', 'is', 'not', 'the', 'best', 'evidence', 'of', 'electability', 'in', 'the', 'general', '.', 'These', 'are', 'different', 'electorates', '.', 'Bette…']"
1974, warned us back then (2016) the path to autocracy starts… ,"['warned', 'us', 'back', 'then', '(', '2016', ')', 'the', 'path', 'to', 'autocracy', 'starts…']"
1975, Attn #California!NPP ballots are being sent to registered Dems. DO NOT CAST THAT BALLOT. There are no presidential candid…,"['Attn', '#', 'California', '!', 'NPP', 'ballots', 'are', 'being', 'sent', 'to', 'registered', 'Dems', '.', 'DO', 'NOT', 'CAST', 'THAT', 'BALLOT', '.', 'There', 'are', 'no', 'presidential', 'candid…']"
1976," Already upset with herself for a lackluster New Hampshire debate and down about her disappointing 3rd-place finish in Iowa, …","['Already', 'upset', 'with', 'herself', 'for', 'a', 'lackluster', 'New', 'Hampshire', 'debate', 'and', 'down', 'about', 'her', 'disappointing', '3rd-place', 'finish', 'in', 'Iowa', ',', '…']"
1977," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1978,"""Past performance is not an indicator of future outcomes.""","['``', 'Past', 'performance', 'is', 'not', 'an', 'indicator', 'of', 'future', 'outcomes', '.', ""''""]"
1979," Nevada, you have one job today!Good luck!!!#Election2020 ","['Nevada', ',', 'you', 'have', 'one', 'job', 'today', '!', 'Good', 'luck', '!', '!', '!', '#', 'Election2020']"
1980, What to Watch For in The Nevada Democratic Caucuses #Election2020 ,"['What', 'to', 'Watch', 'For', 'in', 'The', 'Nevada', 'Democratic', 'Caucuses', '#', 'Election2020']"
1981, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1982,"#moralcourage #Christians #ChristianPolitics #Constitution John Adams, 2nd President:….Our Constitution was made… ","['#', 'moralcourage', '#', 'Christians', '#', 'ChristianPolitics', '#', 'Constitution', 'John', 'Adams', ',', '2nd', 'President', ':', '….Our', 'Constitution', 'was', 'made…']"
1983,RT _: je me suis permis de compléter votre chronique Good Morning America et votre portrait de #Bloombe…,"['RT', '_', ':', 'je', 'me', 'suis', 'permis', 'de', 'compléter', 'votre', 'chronique', 'Good', 'Morning', 'America', 'et', 'votre', 'portrait', 'de', '#', 'Bloombe…']"
1984," ""Socialists don’t like people to do things for themselves. Socialists like to get people dependent on the state. You never build a…","['``', 'Socialists', 'don', '’', 't', 'like', 'people', 'to', 'do', 'things', 'for', 'themselves', '.', 'Socialists', 'like', 'to', 'get', 'people', 'dependent', 'on', 'the', 'state', '.', 'You', 'never', 'build', 'a…']"
1985, Seems we have never had a Whitehouse Press Release on these meetings and… ,"['Seems', 'we', 'have', 'never', 'had', 'a', 'Whitehouse', 'Press', 'Release', 'on', 'these', 'meetings', 'and…']"
1986, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1987,I'm so sick and tired of Trump &amp; Republicans. Any candidate is better than this trainwreck we are in. I pledge to p… ,"['I', ""'m"", 'so', 'sick', 'and', 'tired', 'of', 'Trump', '&', 'amp', ';', 'Republicans', '.', 'Any', 'candidate', 'is', 'better', 'than', 'this', 'trainwreck', 'we', 'are', 'in', '.', 'I', 'pledge', 'to', 'p…']"
1988," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾']"
1989, Twitter suspends 70 Bloomberg-boosting accounts for violating company policy #Election2020 ,"['Twitter', 'suspends', '70', 'Bloomberg-boosting', 'accounts', 'for', 'violating', 'company', 'policy', '#', 'Election2020']"
1990, Thank you 🙏 . With Maine voting 🗳 on #SuperTuesday this is wonderful news! #TulsiforPresident,"['Thank', 'you', '🙏', '.', 'With', 'Maine', 'voting', '🗳', 'on', '#', 'SuperTuesday', 'this', 'is', 'wonderful', 'news', '!', '#', 'TulsiforPresident']"
1991, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1992, . is voting for . Here’s why. #Election2020 ,"['.', 'is', 'voting', 'for', '.', 'Here', '’', 's', 'why', '.', '#', 'Election2020']"
1993, BREAKING: Bloomberg to Release Women Who Complained About Him From Non-Disclosure Agreements #Election2020 …,"['BREAKING', ':', 'Bloomberg', 'to', 'Release', 'Women', 'Who', 'Complained', 'About', 'Him', 'From', 'Non-Disclosure', 'Agreements', '#', 'Election2020', '…']"
1994,: Release EVERYONE from their #NDAs.#BloombergIsRacist #Bloomberg2020… ,"[':', 'Release', 'EVERYONE', 'from', 'their', '#', 'NDAs.', '#', 'BloombergIsRacist', '#', 'Bloomberg2020…']"
1995, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1996,RT : I'm so sick and tired of Trump &amp; Republicans. Any candidate is better than this trainwreck we are in. I pledge to put coun…,"['RT', ':', 'I', ""'m"", 'so', 'sick', 'and', 'tired', 'of', 'Trump', '&', 'amp', ';', 'Republicans', '.', 'Any', 'candidate', 'is', 'better', 'than', 'this', 'trainwreck', 'we', 'are', 'in', '.', 'I', 'pledge', 'to', 'put', 'coun…']"
1997, Calling on Christians to FLIP THIS POLL!! Please &amp; Thank you I hope you have a blessed day.,"['Calling', 'on', 'Christians', 'to', 'FLIP', 'THIS', 'POLL', '!', '!', 'Please', '&', 'amp', ';', 'Thank', 'you', 'I', 'hope', 'you', 'have', 'a', 'blessed', 'day', '.']"
1998, #WakeUpAmericaAre DemocRats Mathematically Challenged?Do they really think life will be better under Socialism?Dupe…,"['#', 'WakeUpAmericaAre', 'DemocRats', 'Mathematically', 'Challenged', '?', 'Do', 'they', 'really', 'think', 'life', 'will', 'be', 'better', 'under', 'Socialism', '?', 'Dupe…']"
1999, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
2000," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …","['Let', '’', 's', 'flip', 'this', 'poll', ',', 'patriots', '.', 'More', 'Christians', ',', 'less', 'ANTI', 'American', 'Muslims', 'in', 'our', 'Congress', '🙏🇺🇸❤️🐾', '…']"
2001, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
2002, . is voting for . Here’s why. #Election2020 ,"['.', 'is', 'voting', 'for', '.', 'Here', '’', 's', 'why', '.', '#', 'Election2020']"
2003," Be sure to Google ""Electoral College"" before you vote. #NevadaCaucus#Election2020","['Be', 'sure', 'to', 'Google', '``', 'Electoral', 'College', ""''"", 'before', 'you', 'vote', '.', '#', 'NevadaCaucus', '#', 'Election2020']"
2004, If Bernie wins we should immediately begin Impeachment Proceedings!FBI operatives must be embedded in his campaign by now.…,"['If', 'Bernie', 'wins', 'we', 'should', 'immediately', 'begin', 'Impeachment', 'Proceedings', '!', 'FBI', 'operatives', 'must', 'be', 'embedded', 'in', 'his', 'campaign', 'by', 'now.…']"
2005," Already upset with herself for a lackluster New Hampshire debate and down about her disappointing 3rd-place finish in Iowa, …","['Already', 'upset', 'with', 'herself', 'for', 'a', 'lackluster', 'New', 'Hampshire', 'debate', 'and', 'down', 'about', 'her', 'disappointing', '3rd-place', 'finish', 'in', 'Iowa', ',', '…']"
2006,Flip the Poll!Vote &amp; RT!,"['Flip', 'the', 'Poll', '!', 'Vote', '&', 'amp', ';', 'RT', '!']"
2007, Even the‘s explanation and rationale for its endorsement of is idiotic and non-sensical. There’s…,"['Even', 'the', '‘', 's', 'explanation', 'and', 'rationale', 'for', 'its', 'endorsement', 'of', 'is', 'idiotic', 'and', 'non-sensical', '.', 'There', '’', 's…']"
2008, Congrats to my friend 🙌 &amp; his awesome team! Until you have administered an election &amp; implement…,"['Congrats', 'to', 'my', 'friend', '🙌', '&', 'amp', ';', 'his', 'awesome', 'team', '!', 'Until', 'you', 'have', 'administered', 'an', 'election', '&', 'amp', ';', 'implement…']"
2009,Seems #Trump is on need to know basis. CDC never informed Trump nor did HHS inform him 4 USA Citizens flown home.… ,"['Seems', '#', 'Trump', 'is', 'on', 'need', 'to', 'know', 'basis', '.', 'CDC', 'never', 'informed', 'Trump', 'nor', 'did', 'HHS', 'inform', 'him', '4', 'USA', 'Citizens', 'flown', 'home.…']"
